,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
281.637249862939/383.03732545273,12.530464,11.842896,11.366531,11.030153,12.216525,11.933145,12.42672,11.650916,10.858725,11.030535,10.318575,10.420911,10.629115,10.339017,10.113544,10.277676,9.958279,9.562512,9.348528,9.897062,9.190752,9.261483,8.424896,8.808965,8.302832,8.207477,9.043528,9.302473,8.580397,9.093159,8.547442,8.539082,8.754177,9.162167,9.228886,9.43136,8.041657,7.896228,8.384119,8.247242,9.800396,9.17109,9.677058,9.647533,9.591938,10.073046
31.1159121530098/1136.74881068484,11.360401,10.737619,12.050226,11.566404,10.686068,10.25425,11.286329,10.829111,10.537149,10.799761,10.923103,10.985674,11.218023,10.759454,10.114457,11.090419,10.004116,9.551199,10.477735,10.509082,9.671124,10.086112,10.21341,10.256184,9.04735,9.77508,9.510953,9.751148,9.302532,9.552381,9.63338,9.619317,9.556081,9.590685,8.849946,9.283613,7.939867,8.304063,9.267405,9.087921,9.672339,10.089858,10.180765,10.550172,9.935162,10.020311
172.595158091763/479.037678050674,7.354495,7.636056,7.836388,7.809633,7.680645,7.954677,7.211117,7.387532,7.274306,6.930568,6.639443,6.821066,7.072403,7.798493,8.583944,7.119545,7.978293,8.129731,7.485669,8.379508,8.821533,8.792,8.330915,7.973853,8.309232,8.45355,8.174126,8.204362,8.112241,7.94876,7.634226,8.608215,7.308591,7.956306,8.541149,8.251374,8.057884,7.96975,7.238973,8.144959,8.056378,8.13953,7.910789,7.831514,8.046051,8.160002
613.618365371436/314.175301326467,8.245517,8.461114,8.875962,8.415343,8.865333,8.601688,8.159858,8.146501,9.146618,8.561909,8.775639,8.160504,8.376294,8.668968,9.186297,8.997183,8.34134,8.681975,8.255273,8.557626,7.984737,7.798549,8.448533,8.437015,8.481893,8.202698,8.418048,8.534323,8.119269,7.540131,7.820609,7.78316,7.575738,7.678512,8.537517,8.511289,7.531555,7.850625,5.857085,7.888295,7.723376,8.17621,8.076719,8.105587,8.377885,8.059565
39.4326139081988/410.111607838804,8.137079,7.950156,10.974022,11.150237,7.009305,7.514118,10.348321,10.176781,8.623854,8.476088,9.359748,9.450937,11.041515,10.328757,9.026651,9.456014,9.706639,9.684555,10.628116,10.100301,10.496362,10.725583,9.558536,9.370794,7.835888,7.921985,7.385654,7.603563,6.885965,6.910783,8.543556,8.875312,7.729253,8.121217,6.886149,7.506479,5.309375,6.341361,7.150347,7.379737,9.615824,9.639029,10.025136,10.017139,9.896206,9.636397
359.797175357216/504.163304639679,7.993717,7.712002,7.440473,7.271735,8.08726,7.751149,6.642889,7.716827,7.433182,7.259851,7.690895,7.804519,7.864803,7.855635,6.646623,7.822325,8.082251,8.271871,7.899757,7.466515,7.967811,7.437364,7.544439,8.028832,8.342139,7.660325,8.58892,8.091158,8.353273,8.096392,7.771938,7.737339,8.012344,7.728774,8.659994,8.614941,8.184455,8.080117,7.306083,7.433593,7.900885,7.847184,7.808131,8.396002,7.734962,8.159834
556.530197411253/502.084978210209,11.915691,11.446168,10.356982,10.373514,11.409414,10.787519,11.412311,10.349236,10.064898,10.29615,10.21896,9.168456,9.78947,9.323936,9.340186,9.23498,9.404273,8.759967,9.081055,8.655999,8.597598,8.560336,7.97575,7.66825,7.908816,8.161753,8.870602,8.745176,8.104687,8.074865,7.884942,7.372041,8.514047,8.481228,8.425836,8.330896,7.68513,7.46068,7.951415,7.691783,9.09051,8.899066,9.026535,8.745596,9.016735,8.432982
30.9888948808637/958.779573215042,10.806717,10.57229,11.726715,11.087783,10.761934,10.487556,10.926204,10.777641,10.198793,10.495562,10.300905,10.359959,10.200949,9.47602,9.819424,9.963814,8.962824,8.839984,9.308882,9.569628,8.894703,9.024615,9.256717,9.119713,8.080552,9.541339,8.919701,9.083823,9.251216,9.062483,8.798757,8.806599,9.128961,8.905085,8.675773,9.117688,8.55497,8.127085,8.070978,8.70998,9.389005,9.411939,8.832295,9.408222,9.366652,9.381837
522.679769951001/135.045077122855,12.358605,10.041288,9.514442,9.415336,12.087884,9.434655,11.548126,9.13552,9.6115,8.815028,10.807808,8.902524,10.505067,8.849115,8.761286,8.433415,10.064142,8.723898,9.249297,8.245566,8.252874,7.916001,7.759677,7.678849,7.179682,6.810416,7.720937,7.792383,7.542167,7.713438,6.96795,7.335739,9.383522,7.551902,9.242154,7.414556,7.055533,7.268075,8.457724,6.878936,9.662771,8.051225,7.902227,7.715194,7.82525,8.192624
31.0679299873218/1155.09385929189,10.098641,8.674511,10.509786,10.665822,9.320448,9.21453,10.557788,9.702008,9.391029,9.316419,9.615963,9.103026,10.087179,10.120751,8.968454,8.829728,8.738259,8.411455,8.47924,8.387693,8.791826,8.512225,8.07003,8.072448,7.670978,7.824876,7.784188,7.65842,7.967567,7.738155,7.285928,7.6325,7.746104,8.170759,7.890222,7.717046,6.605617,6.717288,7.27128,7.215568,8.649796,8.198987,8.607931,8.719948,8.32111,9.015161
558.480617590118/794.205377974079,8.095681,8.12703,7.440473,7.643628,7.839338,8.4881,7.617722,7.424057,7.490023,7.373055,7.516223,7.219582,7.864803,7.950492,7.20405,6.68192,7.445278,7.086594,7.950923,7.877696,7.062458,8.271012,7.670586,6.587012,6.61431,7.58042,7.104916,6.989117,8.068529,7.689522,7.187899,7.19923,7.404966,7.374388,6.542948,7.056703,7.121991,7.607732,7.468388,6.632105,6.820259,7.299958,7.35542,7.220952,6.676143,7.345683
607.395570989241/821.345943246045,12.751677,12.028624,11.512185,11.500752,12.097958,11.183087,12.275755,11.631509,11.182679,11.219215,11.162921,10.683836,10.074749,10.326463,10.556767,10.640245,10.481855,10.174999,10.305615,10.163923,9.453292,9.435402,9.730621,9.673909,9.511439,8.993181,9.867083,9.520915,8.757265,9.013507,9.307549,9.292517,9.509952,9.296207,9.405621,9.476716,8.888316,8.877372,8.882585,8.62439,10.076609,10.109389,10.013549,10.096273,9.621497,9.957671
595.369845206277/312.158175802036,9.432684,8.459111,8.569112,8.929912,8.463818,8.935556,8.399758,8.71681,8.469822,8.957985,8.450446,9.109751,7.466732,7.645046,7.765168,8.170145,8.723217,8.69158,7.455528,8.286943,6.647464,7.483904,7.141183,7.615756,7.700881,8.104295,8.073041,7.967697,6.437567,6.916006,7.216752,7.550467,7.371266,6.970891,7.213894,7.53257,7.162045,7.195765,6.506113,6.544221,7.345178,8.018211,8.041288,8.416466,8.675977,8.134744
31.2181226496111/1003.75993507316,10.659762,10.628242,11.782827,11.629439,10.73434,9.859461,10.59724,10.50214,10.192356,10.752518,11.253849,10.941105,10.860177,9.692679,9.536989,10.296027,9.518633,9.571992,10.830067,10.518872,10.179904,10.017519,10.510132,10.320901,9.383776,9.391197,9.08734,9.265314,9.740834,9.918215,9.776036,9.783914,9.977598,9.393487,9.893525,10.083251,8.550622,8.570161,9.010439,8.678697,9.574835,9.108507,9.717164,9.484756,9.506991,9.799143
391.176161381236/341.061909557145,7.38708,7.950156,7.864956,7.495536,7.341857,7.751149,7.142409,6.960141,7.72948,7.71121,7.594689,8.268456,8.100286,8.063948,7.824969,7.363241,7.645766,8.141223,7.989033,8.029721,8.09442,8.274003,7.687073,7.412061,7.723652,8.043733,8.43768,8.535805,8.558806,8.322974,7.997101,7.832748,8.091545,8.290417,8.490593,8.296813,8.244121,8.196744,7.1645,7.494355,8.252676,7.594252,8.025341,7.612511,7.696742,7.694182
380.685389468544/612.156769609576,7.73499,8.30923,7.777496,7.809633,7.680645,8.13301,7.399551,8.002819,7.889941,8.656331,7.641931,8.785783,7.90516,8.086196,8.184211,8.319857,8.300216,8.42428,8.789401,8.762221,9.517685,9.450428,8.323653,8.107172,8.935271,9.160933,9.519191,9.330479,9.655187,9.429349,8.414321,8.792897,8.371688,9.318333,8.880457,9.878242,9.196796,9.37088,7.524183,8.713401,8.391978,8.571654,8.515524,8.630559,9.033994,8.614054
1017.68361623664/930.447835411739,8.353887,8.207948,8.584837,8.263342,8.254367,8.706738,8.076622,8.561533,8.242831,7.599321,7.161811,7.315792,6.954118,7.358978,7.240574,7.308657,6.581575,6.723983,6.74509,7.21572,7.572559,8.128657,7.356938,6.997248,7.446959,7.745083,7.376256,7.565738,7.06198,8.150374,6.782807,6.926656,7.048418,7.39467,8.29359,8.41792,8.123958,8.147804,7.180121,7.673961,7.51573,7.057781,7.223063,7.474301,7.144245,7.809663
372.234385707922/545.016695230142,8.706971,8.284569,7.477946,7.608006,8.744714,9.064288,8.807179,8.231388,9.12097,8.645104,7.300965,7.03404,9.088669,8.869233,7.619067,7.994392,8.542824,8.442542,7.376357,7.651933,7.732591,7.977947,8.089505,7.447532,7.380553,6.731443,6.636505,6.656579,7.447107,7.792897,6.501133,6.576645,8.472349,7.567023,6.130668,6.201781,6.616469,6.4878,6.16146,6.485281,7.648291,7.054334,7.417498,7.449965,7.398547,7.682687
901.776653089021/680.272237921395,12.690739,12.678679,12.150399,11.675688,11.927586,11.676759,13.230457,12.805088,11.511766,11.203311,10.976555,11.023334,10.802213,10.429932,11.373003,11.380716,10.874162,10.792127,10.601913,10.561503,9.692263,9.703811,10.378227,10.25385,9.134081,9.170093,9.919562,10.186994,9.00982,8.921016,9.142598,9.358312,9.595782,9.738168,10.15422,10.352003,8.824421,8.957086,9.377591,9.40198,10.239146,10.461119,10.497111,10.421173,9.86677,10.085386
485.219328227796/417.154807730875,16.04483,14.32969,14.3298,13.75151,15.79179,14.14307,15.04005,13.80268,13.88247,13.50828,14.40906,13.4605,14.13848,13.3595,12.47913,12.52715,13.68819,12.50061,13.62838,12.8561,12.68297,12.53843,11.52391,11.5651,11.77142,11.56105,12.54077,12.49183,12.40763,12.32753,11.50635,11.14312,12.92323,11.8346,12.82153,12.04884,12.15857,12.01561,11.96424,10.92726,13.42683,12.57626,12.64311,12.4432,12.2632,12.63002
31.2330175366318/1460.35378324714,8.839372,9.24541,10.723827,10.811609,8.483183,8.514095,9.584278,10.062097,8.867804,8.448617,9.271053,9.610552,9.375552,8.883366,8.855244,8.509536,8.044744,8.169251,8.480694,8.338168,8.845885,8.571499,9.041173,8.327615,6.702307,7.179732,7.891878,8.611089,7.046461,7.642023,8.12075,7.841406,7.962271,7.820197,7.550247,7.927929,6.362052,7.105788,7.390154,7.182287,9.089428,8.226588,8.365032,8.576988,8.330185,8.344912
950.356137995134/759.488232414702,7.993717,8.259478,7.514471,7.608006,7.89823,8.198597,7.244282,7.593974,7.127474,7.66749,6.612975,7.804519,6.532706,6.754165,6.673586,6.392461,6.529535,6.464636,6.16841,6.794619,6.752148,7.208396,6.315241,7.093917,6.710315,7.234041,6.970899,7.05079,7.210068,6.859759,6.708334,6.668373,7.875523,7.324156,8.462073,8.849562,7.397127,7.974873,7.360711,7.80177,6.742021,6.648065,7.064537,6.831573,6.835849,7.038865
558.91296493798/905.135669158281,7.655558,7.636056,7.584857,7.571481,8.11235,7.99215,7.399551,7.424057,7.605496,7.104583,8.215544,7.885135,7.480152,8.402124,7.591054,7.105089,7.798015,7.549423,8.805212,8.3081,8.022398,8.706389,8.001021,8.011415,7.966222,7.661443,8.781586,8.162131,8.376041,8.47412,7.15231,7.816049,7.682384,8.119105,6.629033,7.71711,7.812464,8.029301,7.426756,8.183112,7.392353,7.612063,7.342325,8.30381,7.514742,7.93379
668.095389382881/600.371107625586,7.38708,7.333507,7.362475,7.608006,7.680645,7.836035,7.032793,6.960141,6.812,7.230106,6.856584,6.787903,6.01088,6.595489,7.940986,7.003814,7.103137,7.742061,5.840469,6.693348,6.780126,6.207218,7.209865,7.567822,7.62065,7.650456,6.762451,6.72611,5.344938,6.838278,6.933602,6.6353,6.089664,6.487869,6.70984,7.506479,7.537781,6.922537,7.418965,7.518404,6.141827,6.194235,6.18251,6.588748,6.441715,6.643529
676.084611859238/345.188157162546,7.972023,8.689214,8.214892,8.825215,8.094347,9.245894,7.82922,7.58109,9.960313,10.140954,8.585908,9.272424,6.954118,8.156031,9.611076,10.127971,8.307151,9.56222,8.584785,9.794901,8.410379,9.002588,9.306279,9.175028,8.93624,9.256443,9.424798,9.01139,8.848606,8.701817,8.876015,8.839969,7.590874,9.509983,8.40626,8.942582,8.4734,8.451438,6.93734,8.614742,7.858177,9.103376,8.854192,8.9282,9.162675,9.073966
31.2001405347858/1584.65927893441,9.965466,9.88601,10.577286,9.937483,9.643213,8.815262,10.980641,10.585709,9.140607,9.599915,9.613406,9.658099,10.221947,9.372165,9.220332,9.47673,8.997193,9.116881,9.122273,8.620087,9.0694,8.896176,8.943342,8.419382,7.928812,7.756092,8.973255,8.431286,8.440261,8.026205,7.869049,8.371961,8.154572,8.087441,8.164014,8.221412,7.323821,6.95095,8.239733,7.959212,9.414015,9.031496,8.648845,8.771762,9.224485,8.906296
32.702824676246/1637.6504455239,10.12237,9.233935,10.806716,9.9097,9.179721,9.613625,10.044693,9.231892,8.514682,9.783304,9.333215,8.571016,9.018695,8.705812,8.776588,8.920712,8.169184,8.609942,8.560166,8.240088,8.030209,7.981905,8.139393,8.079258,6.959385,7.567352,7.857849,8.044564,7.159216,7.454523,7.521782,7.654086,7.221828,7.567499,7.585835,7.342988,6.813389,7.06834,7.414543,6.836447,8.729047,8.161679,8.141195,9.043232,8.244679,8.58725
31.2401580475924/1089.25357054099,11.606154,10.846425,12.51963,12.703984,10.442579,9.450617,12.421827,11.406272,11.681877,11.487585,11.530748,11.39117,11.695906,11.335876,11.340857,11.079971,10.885196,10.120097,10.812512,10.509632,10.28502,10.75362,10.852785,10.402312,9.313687,9.480148,10.093442,10.085697,9.938651,9.778827,9.935935,9.910049,10.234316,9.868717,9.724956,9.169529,9.093211,9.319748,9.778133,9.357799,10.694329,10.69735,10.654553,10.750121,10.816246,11.039678
607.270512095669/857.333068266666,11.544479,10.645746,10.264982,10.287375,10.961623,10.141362,11.808029,11.005835,10.08409,9.649228,10.182162,9.706728,9.346268,9.152112,9.702105,10.029861,9.671383,9.078326,9.276902,9.147268,8.010095,8.29881,8.58074,8.011083,8.207358,7.938939,8.780683,8.925411,8.324898,7.830252,8.310995,8.412997,8.299411,7.737433,8.579058,8.852228,7.099845,7.066511,8.08701,8.248127,9.186696,8.735791,9.355714,9.160382,8.916024,8.793699
31.1339123039915/1159.73412154184,10.604491,9.631803,11.209681,11.205935,10.022541,10.238115,11.231715,10.370136,10.359648,10.310434,10.760942,10.188019,10.546786,10.001356,9.774483,9.811108,9.325501,9.197023,9.674327,9.741623,9.012203,9.302111,9.549499,9.387815,8.630242,8.485915,8.883857,8.990699,8.8973,8.737555,9.203696,9.036439,9.504657,9.688678,8.874426,8.433072,8.272826,8.617299,8.758287,8.404376,9.898307,9.588015,9.536458,9.999224,9.691985,9.730911
31.1961754581384/969.758114276362,10.794935,11.173019,12.286473,12.160405,10.019563,9.965683,10.539305,11.465544,10.241396,10.428926,10.53795,10.893232,10.409097,10.461393,9.190179,10.280209,9.342541,8.289617,10.488952,10.099246,9.768904,9.476522,9.608208,10.349514,8.801704,9.012507,9.954603,9.559529,9.428657,9.796709,9.548245,10.087155,9.651,9.128558,9.301667,9.848522,8.79946,9.558812,8.748008,9.03868,9.301667,9.424105,9.019197,9.672584,9.703005,9.302486
595.735456500137/768.420182877844,7.927629,7.886027,7.864956,7.777925,8.11235,8.407181,7.399461,7.802554,7.320107,7.002712,6.349987,6.571121,6.451809,6.568195,6.895953,6.807436,5.247798,6.649031,6.143754,6.911963,5.663189,6.288119,6.988626,7.151794,6.543437,6.636646,7.260708,6.468877,6.195035,6.486341,7.68264,7.441403,6.684657,6.911025,6.926261,6.840695,6.130783,5.740009,8.069913,8.318125,7.017482,7.170248,6.795376,7.046747,6.723442,6.9264
620.39596718236/237.148634448511,8.5614,9.055937,7.716097,8.263342,8.463818,8.610484,8.727326,8.687062,8.544169,8.027935,8.857986,8.637686,7.823285,7.612086,8.306342,8.188189,7.855977,7.658541,8.283633,7.769896,7.88199,8.466989,7.325689,7.885317,7.130812,7.727714,7.846771,7.790216,7.489125,7.1572,7.358954,7.471615,8.29353,7.525621,8.18,8.062512,6.569059,6.993472,7.385514,7.234675,7.761573,7.594252,7.237857,7.461506,7.524072,7.886821
668.288138406319/311.221244732803,12.366598,11.792115,11.571488,11.534905,11.829895,11.36609,11.292493,10.910838,11.201981,10.939684,10.994644,10.945751,10.221724,9.969391,10.519337,10.048942,10.131351,10.207724,10.095309,9.797591,9.476713,9.529214,9.101065,9.860353,9.054602,9.221006,9.565175,9.377327,9.808808,9.118744,8.635709,8.843265,9.286395,9.363704,9.504127,9.018017,9.055625,8.978524,7.964825,8.001186,10.040747,9.724556,9.754094,9.784365,10.00517,9.620787
31.2743511199951/893.805415964838,11.754599,11.693794,13.366956,13.157933,10.632728,11.274993,12.373495,11.915882,11.763718,12.121254,12.503099,12.420946,11.897056,11.871639,11.201854,11.59788,10.844332,10.590575,12.151249,11.603023,11.507824,10.933742,11.492695,11.59109,10.755174,10.750232,10.885161,11.287832,10.944765,10.389317,11.066109,11.167039,11.195167,11.128515,10.820659,10.838867,9.864875,10.272177,10.20958,10.044,11.242187,11.12262,10.89038,11.148935,11.33707,11.178184
520.481632701138/240.137491208526,7.810276,7.748527,8.075169,7.712339,8.675244,8.261332,7.142409,7.593974,8.469822,8.101213,8.330892,8.062009,7.100326,7.544184,8.525939,8.211089,7.999858,8.474822,7.362423,7.570133,7.027395,7.248104,8.116374,7.003782,7.487565,7.52014,7.107569,7.647571,6.981255,7.476724,7.421072,7.398999,7.399195,7.479555,7.43089,6.62203,6.871802,6.883197,7.371787,7.789779,7.121551,7.382286,7.264822,7.740706,7.321931,7.574887
596.26416015625/748.399867912601,7.558989,8.011555,7.684389,7.745505,7.777939,7.954677,7.369806,7.424057,7.048045,7.259851,6.96657,7.194493,6.992082,6.841618,7.861135,7.414937,5.753334,6.590146,6.711927,6.978046,6.600166,6.797285,9.186396,9.466049,6.339747,6.795123,7.152304,7.235537,7.360302,7.517644,8.623836,8.654239,7.315043,7.536136,7.048057,7.387126,6.556074,6.42038,10.191634,10.486105,7.825326,7.747146,7.742511,7.428017,7.166407,7.498269
504.651318466454/692.102236891335,7.571497,7.886027,8.099416,7.809633,8.254367,8.099064,7.667474,7.656708,6.992555,7.199734,6.381689,6.821066,7.632149,8.194867,8.132169,8.706214,11.680644,11.958006,10.046941,10.100688,12.744851,12.420397,11.732302,11.763689,14.731132,14.38872,13.77064,13.482887,14.872796,14.522206,14.229813,14.404279,12.930726,12.679555,14.858591,14.582995,15.480118,15.25184,14.23829,14.424467,13.783017,13.800652,13.987861,13.583407,14.07875,13.644304
937.855705395079/649.315575885725,7.881827,8.284569,8.397152,8.322771,9.035719,8.794201,8.984482,8.062039,8.80889,8.807317,8.211034,8.159072,7.934703,7.53141,8.819473,8.452825,8.629154,8.344239,7.320784,8.051459,8.145747,8.012834,7.879765,7.708171,7.672521,7.467478,7.919748,8.031011,7.919451,8.214389,6.158606,6.866289,7.588868,8.289889,7.941645,8.506456,7.732707,7.692055,6.396715,6.649964,7.890781,7.825571,7.094909,7.311144,7.017143,7.886821
979.206811737596/969.400792896701,8.213026,8.426586,8.567559,8.144045,8.680627,8.706738,7.715566,8.038844,7.889941,7.732583,7.783159,7.383959,6.992082,7.435936,6.896037,7.526203,6.712913,7.120448,7.104759,7.877696,7.575838,8.175006,7.953227,7.739876,7.593241,7.940418,7.480855,7.937109,7.824912,7.860358,7.601719,7.529226,7.296528,7.948683,8.096172,8.205327,7.480852,8.175903,7.363234,7.655673,7.667453,8.00226,8.348291,8.116389,8.331407,8.398145
281.551070363898/382.032628417539,15.47847,14.79643,13.84341,13.84159,15.15875,14.60747,15.20759,14.55962,13.39811,13.54319,13.53301,13.26446,13.49379,12.96613,12.98837,13.06953,13.03657,12.66046,12.27983,12.39141,12.15965,12.15927,11.52751,11.51788,11.00669,11.05343,11.9079,11.95073,11.05445,11.48457,11.20052,11.04185,11.78281,11.5519,12.09486,12.18659,10.71339,10.74563,11.58587,11.31942,12.62221,12.43499,12.36844,12.4354,12.52188,12.62721
681.234387849507/296.193663899256,7.949997,7.818914,8.321805,7.712339,7.869084,8.13301,7.914106,7.857,7.64202,7.726937,7.846685,8.04759,7.100326,7.612086,8.204015,7.463497,7.485912,7.420146,7.59848,7.286974,7.119484,7.562281,7.755042,8.209351,7.596458,7.391002,6.976876,7.918585,7.110182,7.465591,7.279636,8.155733,7.165218,7.691937,8.110862,7.793632,7.745015,7.46551,7.360791,7.552739,7.734732,7.576515,7.369047,7.670457,7.292758,7.835839
31.0658772117213/1013.13053752149,9.383396,9.818896,10.343915,9.994702,9.869067,8.888009,10.601067,10.41067,9.80797,9.176482,9.089535,10.131307,9.740975,10.114282,9.15313,9.507268,8.714057,8.838763,8.554875,8.58512,8.883073,8.527023,8.305889,8.436978,7.321929,7.050203,7.683275,8.446307,7.203492,7.560244,7.786733,7.705225,8.148346,7.425419,7.443431,7.842071,6.759525,7.111712,7.241497,7.481808,8.804389,8.433979,9.12056,8.856577,9.117886,9.34023
31.1600701181512/1177.06988643325,10.33331,9.27207,10.904257,10.747465,9.278299,9.236148,11.216969,11.108853,10.084404,9.8826,9.551465,9.837708,10.630348,10.530156,9.584553,9.544322,9.73002,8.801353,9.805812,9.419823,9.609044,9.308809,8.668041,9.258589,7.995645,8.149585,8.319355,9.160901,7.830788,8.005765,8.501694,8.558112,8.377004,8.280988,7.957257,8.156908,6.978727,7.278084,7.714816,8.277873,9.759744,9.243573,9.08165,9.281852,9.967957,9.96625
824.259647837856/221.153605621118,10.631906,9.380372,10.129151,9.168697,10.516451,10.046584,10.784806,9.450824,9.600839,8.891205,8.662669,8.727883,8.6401,8.518858,8.495382,8.643664,8.495029,8.220349,8.102129,7.338197,8.033032,7.911029,7.735435,7.623144,7.370294,6.439147,8.199898,7.681506,7.566743,6.924857,7.036328,7.455314,7.280513,7.452864,7.865875,7.108418,6.987899,7.28697,7.533605,6.339261,8.859668,8.520704,7.648359,7.976384,8.054571,7.716901
536.700408400151/558.034541846729,10.918431,9.932382,9.428291,9.580674,10.123089,10.261322,10.322068,9.437295,9.474887,8.732566,8.734504,8.387686,8.347716,8.397943,8.597109,8.648312,8.393444,8.345777,8.190579,8.300071,7.338894,7.604652,7.687073,7.885887,7.217302,6.721882,7.431748,7.674205,7.084395,7.19133,7.13938,6.317937,7.238193,7.200874,7.665786,7.015841,6.589391,6.373262,6.992492,6.741679,8.202009,8.656782,8.11285,8.318382,7.990451,7.799037
571.939613743832/704.402527574491,7.451207,7.333507,7.280017,7.608006,7.463842,7.751149,7.211117,7.146539,6.74642,7.037474,6.349987,6.75396,6.558237,6.213694,6.534634,7.05534,6.012872,6.035057,6.216491,6.160019,5.780966,5.899195,7.678668,7.23327,6.303595,6.076678,6.791339,6.674535,5.554051,5.823567,7.242664,7.195019,5.657479,5.835978,6.012857,6.206816,5.708269,5.361742,7.331806,7.74783,6.303944,6.755249,6.813753,6.831573,7.161522,6.599629
553.94387656764/799.290489059667,9.527322,9.293047,9.012695,9.348146,9.375445,9.933811,9.221955,8.765978,10.909576,11.127126,11.818971,11.775258,11.922808,11.940986,10.920084,11.227262,12.132486,12.416255,12.589522,12.556888,12.990161,13.069905,12.231346,12.036939,12.583916,12.421775,13.273683,13.172563,13.623791,13.45477,12.645938,12.619478,12.346562,12.542872,11.312789,11.259092,13.162773,13.266727,12.73192,12.631555,11.908829,12.010281,11.938411,11.905249,12.14726,12.046388
553.808684767338/740.276010668402,7.949997,8.426586,8.025417,7.871032,8.208564,9.018556,7.994275,7.909466,8.843634,9.331601,8.949619,9.219539,9.50483,9.642478,9.158634,8.799826,9.604757,9.997461,10.121271,9.722466,10.390981,10.709765,9.755393,9.490516,9.930542,9.669915,10.509514,10.394483,10.897132,10.738525,9.91873,10.126411,9.991082,9.758889,8.958661,9.026562,10.552065,10.367851,10.124138,10.128749,9.670658,9.496005,10.050622,9.348192,9.229108,9.180957
31.3380172796417/1636.3269777987,9.345467,8.69337,10.015632,9.554771,8.444189,7.954677,9.691698,9.960749,9.114055,8.477996,9.044559,9.053659,9.303959,9.190333,8.738844,8.351685,8.569754,7.95109,8.275255,8.081832,8.677772,8.022745,7.696598,7.974603,7.148803,6.930673,7.725313,7.239697,6.863585,6.924857,7.725233,7.155771,7.553536,7.462972,6.877815,7.253726,6.171995,6.431667,6.378595,6.424246,8.524703,7.994792,8.164643,8.45293,8.202969,8.324219
597.368899696752/753.392333644213,7.834522,8.30923,7.684389,8.373523,8.276734,8.637476,7.642812,7.716827,7.227003,7.259851,6.924139,7.916161,6.558237,7.076062,6.849415,7.15318,5.907301,6.608455,6.607605,6.978046,7.002449,6.506716,7.009039,7.165116,6.29206,6.824555,6.42275,6.247542,6.607464,6.647779,7.309489,7.5929,6.153239,6.499191,6.867501,6.637795,6.466359,5.812124,7.739849,8.284316,6.820259,7.004837,7.08455,6.967215,6.898509,6.821114
948.640929104989/370.173667995502,10.371846,9.990362,9.850725,9.580705,10.185094,9.815258,9.009066,9.581383,9.577456,9.366661,8.801389,8.292303,8.790469,8.70828,8.836438,8.130673,8.566141,8.3974,7.809718,7.956304,7.729683,7.966041,7.122488,7.3048,7.362899,7.183419,7.084671,7.223565,6.722925,7.487689,6.128558,7.362209,7.292139,7.295139,7.081609,7.532013,6.701626,7.120541,6.34993,6.669663,7.424933,7.582653,7.876232,7.692999,7.956648,7.566247
625.76070363898/800.385549683363,10.520844,10.256017,9.830807,9.922295,10.73304,10.42221,9.70091,9.90106,9.386158,9.239319,9.27886,9.474203,9.193249,9.260303,9.014813,8.918582,7.8734,8.274322,8.561342,8.462927,8.211426,7.947414,7.943168,8.186809,7.535332,7.302759,8.092551,8.002518,7.571519,8.10861,8.234623,7.803225,7.55454,7.68724,7.674824,7.972128,7.02381,7.312272,8.039298,8.236859,8.432288,8.294013,8.146529,8.545185,8.688024,8.294317
31.2001577009235/1536.65219395465,10.086702,9.406044,10.791795,10.740362,9.390311,9.028664,10.31026,9.909911,9.47764,9.678522,9.758738,9.626611,9.697476,9.492035,8.91835,8.349525,8.561485,8.196426,9.751138,9.536149,8.987223,8.652022,9.121211,8.495668,8.008762,8.387166,8.450256,8.345102,8.060056,8.330817,8.844382,8.646156,8.716612,8.518835,8.230104,8.199265,7.331854,7.462585,7.884529,8.06694,8.741473,8.645627,8.301714,8.513103,8.663979,8.646917
699.581138209293/301.201224296643,8.01509,8.470979,8.215894,7.900779,8.858117,8.61363,8.075445,8.441952,7.77952,7.988761,7.74311,8.194457,7.411769,7.578534,8.276164,8.199684,8.558294,8.19491,7.362423,7.233866,7.003084,6.98239,7.522268,8.002579,7.679926,7.611259,7.680341,7.211493,7.137923,6.853073,7.773099,7.696313,7.437391,7.157644,7.555511,6.788267,6.892489,6.80306,7.193581,7.453113,7.362664,7.506311,7.586735,7.216643,7.78968,7.417353
579.526597943222/893.329698439897,8.11745,7.886027,8.146721,8.263342,8.753191,8.379167,7.92789,7.774541,7.586881,7.300723,6.924139,7.383959,6.736074,7.444087,6.849415,6.866323,5.978533,6.064194,6.571615,7.129949,6.136296,6.38938,6.711515,6.039649,5.562256,5.947966,6.404375,6.620514,6.22769,5.993425,6.676668,6.744765,5.326506,6.115986,5.353462,6.068553,5.514392,5.882986,7.593336,7.465872,6.057749,6.585347,7.251403,6.205496,6.676143,6.983728
