Sample,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
676.084611859238/345.188157162546,66,76.77850342,65,93,57.28070068,93,66,44.59988403,399,361,212,240.6622314,75,126.8432617,413.7092285,479.5634766,417,565,315,472.1188965,315.6464844,361.0341797,540.6904297,457,744,706.9121094,632.9575195,414.3647461,510.6291504,353,638.0458984,459.5615234,298,714.9355469,523.0039063,454.5979004,700.0625,511,387,593.4550781,232.0284424,458.2731934,325,303.6884766,336.279541,327.8935547
31.2001405347858/1584.65927893441,262.8056641,176,334.2475586,201.0528564,167.59729,69,586.4379883,357.9501953,226.0561523,248.1064453,432.1606445,314.418457,722.4296875,294.6884766,315.5505371,305.3532715,672.7617188,414.9421387,457.2055664,209.1199951,498.4108887,335.362793,420.4294434,270.6713867,370.0861816,249.8670654,462.855957,277.1740723,384.7514648,221,317.4831543,332.2446289,440.4643555,266.7077637,442.1608887,275.7600098,315.5510254,180.5974121,954.5249023,376.7475586,682.1821289,436,281.8818359,272.4804688,351,291.916748
32.702824676246/1637.6504455239,293,112,391.8625488,197.2180176,121.5463257,120,306.5302734,140.0496826,146.4848633,281.7368164,355.8762207,148,313.7470703,185.6820068,232,207.6939697,378.9685059,292,309.670166,160.6953125,242.5249023,177.9460449,240.8118896,213.8223877,189,219.2253418,213.6342773,212,158.3197021,148.6939697,249.5626221,202,230.7366943,186,296.1601563,150,221.5144043,195.9080811,538.7324219,173,424.3295898,238.5847168,198.265625,328.8945313,177.9727783,234
31.2401580475924/1089.25357054099,819.4667969,342.4733887,1284.612305,1368.076172,291.6760254,107.1792603,1592.438477,632.1738281,1315.87793,918.0869141,1632.385742,1045.237305,2006.788086,1149.475586,1372.181641,927.7412109,2490.048828,831.737793,1475.452148,774.8310547,1157.514648,1215.241211,1579.407227,1069.957031,966.4873047,825.4819336,1006.13623,872.5336914,1087.033203,744.7119141,1330.210938,964.875,1862,916.7626953,1304.589844,532.0415039,1075.770508,932.8461914,2772.648438,993.2792969,1656.966797,1383.4375,1132.001953,1073.698242,1057.975586,1280.773438
607.270512095669/857.333068266666,785.1728516,298,269.1877441,256.2348633,417.9731445,173,1040.617188,478.953125,434.7438965,256.7336426,641,325.1972656,393.7216797,253,440.6538086,448.0351563,1073.52832,404,508.9321289,301.3657227,239.1671143,221.6604004,326.9929199,203.9530029,448.9060059,283.6306152,405.0192871,390.3916016,355.1831055,192.9315186,431.2827148,341.8308105,486.9812012,209.2521973,589.5527344,427,270.1728516,195.6599121,858.6420898,460.2824707,582.7338867,355.1972656,460.1052246,356.7158203,283.4331055,270
31.1339123039915/1159.73412154184,409.2612305,147.5667725,518.1293945,484.3425293,218,185,697.9155273,308.2680664,526.2412109,406,957.3886719,453.9731445,904.8613281,455.7944336,463.324707,385,844.6796875,438.6445313,670.3427734,455.001709,479.0375977,444.338623,639.9785156,529.6289063,601.8076172,414.3925781,435.045166,408.4643555,528.1582031,361.8535156,800.7446289,526.6079102,1122.871094,809.2070313,723.4990234,319.3361816,609.1962891,573.2583008,1367.379883,512.9331055,954.3046875,641.2329102,521.5146484,638.027832,485.3320313,517.0039063
31.1961754581384/969.758114276362,467.0141602,429.4785156,1092.911133,938.5917969,217.550415,153.1656494,431.8835449,658.6875,484.8276367,440.753418,820.277832,740.1513672,822.4951172,626.9804688,309.0239258,532.9350586,854.7158203,233.8590088,1179.027344,583,809.394043,501.4379883,666.559082,1031.507813,677.7558594,596.9433594,913.8227539,605.8842773,763.3417969,754,1016.749512,1090.901367,1242.75,548.840332,972.8618164,851.8110352,877.5898438,1100.969727,1357.671875,796.171875,631.0737305,572.3662109,364.3803711,508.7575684,489.0534668,384.1711426
595.735456500137/768.420182877844,64,44,51,45,58,52,48.99691772,52,64,41,45,37,52.94577026,42.19403076,63,48,50,75,58,64,47,55,108.4544678,112.4210815,141.6555176,115,141.2232666,71.11682129,81.14196777,76,279,174.3110352,159,118,187.4832764,105.8947144,138,78,848.5263672,483.1657715,129.5550537,120,78,82.42108154,62,74
620.39596718236/237.148634448511,99.30401611,99,46,63,74,59.86932373,123,96,149.5096436,83.44897461,256,155,137,87,167.4666748,125,305.0114746,151,255.654541,116,218.8452148,249.0666504,137,186.9261475,212.8485107,245,212,177.7327881,199,121,222.9261475,178,485,180.6783447,447.0878906,247,187,186,528,228,217,161,106,109.8754883,108,144
668.288138406319/311.221244732803,1388.185547,659.6411133,665.8139648,608.390625,763,404.3210449,727.9458008,448.4313965,943.5229492,627.9848633,1125.744141,767.5917969,722.3178711,445.8066406,776.4423828,454,1476.650391,883.8222656,897.4814453,473,661,520.0908203,469,734.8862305,807.6132813,689.7597656,697.6416016,534,993.4731445,471.2841797,540.1469727,460.612793,965.2197266,646,1119.431641,479,1048.106445,736.3608398,788.9145508,387.8701172,1053.333008,704.8862305,606.4316406,549.7441406,603,479.0083008
31.2743511199951/893.805415964838,908.2758789,616.1835938,2311.228516,1873.969727,332.7675781,379.5800781,1539.972656,900.0039063,1392.682617,1424.416992,3202.798828,2134.068359,2307.033203,1666.405273,1246.141602,1328.412109,2420.507813,1152.429688,3731.859375,1653.296875,2701.638672,1376.84375,2461.082031,2439.070313,2624.990234,1990.863281,1741.759766,2007.526367,2183.300781,1137.009766,2911.636719,2306.019531,3624.304688,2195.300781,2788.134766,1692.260742,1836.599609,1805.178711,3739.154297,1598.229492,2422.341797,1857.711914,1333.024414,1415.589844,1517.957031,1409.830078
520.481632701138/240.137491208526,59,40,59,43,85.67974854,47,41,45,142,87.79711914,177.6508789,104,83,83,195,127,337,265.8930664,135,101,121.0223999,107,237,101.4584961,272.5649414,212.1671143,127,161,139.9455566,151,232.7347412,169.2619629,260.9230957,175,266,91,230.668335,172.3112793,523,335,139.246582,139,108,133.3372803,93.87939453,116
596.26416015625/748.399867912601,49.56838989,48,45,44,46,38,48,40,53,49,69,57,77,51,123,73.13598633,71,72,86,67,90,78.28210449,497.5766602,559.1425781,123,128.354248,131,121,182,155.3443604,535.7197266,404.0480957,246.1381836,182,204,154.6602783,185.3242188,125.0179443,3692.929688,2171.330078,226.8046875,179,150.3933105,107.354248,84.28491211,110
504.651318466454/692.102236891335,50,44,60,46,64,42,59,47,51,47,46,44,120,130.3041992,148.4213867,179,4321.769531,2973.392578,867.890625,583.5830078,6368.09375,3858.447266,2905.728516,2749.044922,41305.75,24793.375,12870.75,9192.609375,33232.9375,19947.48438,26091.96875,21745.5,12069.24219,6432.855469,45798.65625,22675.76563,90026.75,56957.15625,61028.96875,33288.28125,14096.17969,11889.03125,11409.66406,7652.203125,10152.83594,7790.097656
937.855705395079/649.315575885725,62,58,73.75305176,65.64941406,110,68,147,62.24691772,179.6217041,143.2324219,163.4880371,111.237854,148,82.26831055,239,150.1669922,521.2783203,242.8830566,131.1590576,141,262.7468262,181.8022461,201.1501465,165.326416,309.8486328,204.5617676,223,210.0177002,268.1625977,251.7922363,97,117,297.5859375,306.8876953,379,336,418.9494629,301.8693848,266.0380859,152.0206299,237.3320313,189,96,99,76,144
979.206811737596/969.400792896701,78,64,83,58,86,64,61,61.25411987,95,68,121.5289917,65,77,77,63.00369263,79,138.1013184,103.9888306,112.9182739,125,177,203.4317627,211.6582031,169,293.2802734,283.9213867,164.5054932,196.7832031,251.1530762,197,263.78125,185.2521973,242.9993896,242.2503662,421.8496094,272.7026367,351.8381348,422.1584473,519.9082031,305.2626953,203.2946777,213.6248779,228.8708496,173,189,205.2528076
281.551070363898/382.032628417539,12000.96094,5292.933594,3215.650391,3009.978516,7666.699219,3823.662109,10981.44531,5624.574219,4323.664063,3816.660156,6539.785156,3829.416016,6977.816406,3558.404297,4298.964844,3684.201172,11062.01563,4838.527344,4079.734375,2855.486328,4244.699219,3219.632813,2521.195313,2318.386719,3124.931641,2456.478516,3538.851563,3178.427734,2355.763672,2429.228516,3195.947266,2114.349609,5446.554688,2944.044922,6743.515625,4306.976563,3307.070313,2506.355469,9706.859375,3868.820313,6304.691406,4613.601563,3713.460938,3453.048828,3450.826172,3849.169922
681.234387849507/296.193663899256,65,42,70,43,49,43,70,54,80,67.734375,127,102.9656982,83,87,156,75.63970947,236,128,159,83,129,133.03479,184.4904785,234,293.9350586,194,116,194.272583,153.0288086,149.8392334,211,286,221.857666,202.7561035,426.1669922,205,422.5390625,258,519.0288086,284.2407227,213,159.0325928,116.0914917,127,92,139
31.0658772117213/1013.13053752149,175.5552979,168,284.3259277,209.1871338,196,72.56854248,450.7739258,317.052002,359.0153809,185,300.5686035,436.4736328,517.6166992,492.9050293,301.1889648,311.8857422,552.8764648,342.1884766,308.5366211,204.1124268,438.0231934,259.6496582,270.270752,273.9929199,243,153.1807861,189.2855225,280.0751953,163.2541504,160,299.875,209.2889404,438.5673828,168.5546875,268.3225098,212,213.3956299,201.8875732,477.8354492,270.6032715,447.0783691,288.1472168,390.9023438,288.9797363,326,394.3544922
31.1600701181512/1177.06988643325,339.1306152,115,419.2724609,352.4838867,130.1418457,92.37384033,690.8183594,514.4042969,434.838623,301.810791,413.9985352,356.1032715,958.8193359,657.5878906,406.1728516,320,1118.058594,333.4291992,734.3076172,364.0334473,724.4980469,446.40625,347.3911133,484.2512207,387.6342773,328.2199707,294.1716309,459.6108398,252.1781006,217.8908691,492.2312012,378.003418,513.8901367,305,383.1237793,263.7019043,248.4155273,226.5665283,663.3881836,469.8713379,866.9125977,505.0427246,380.5004883,388.0507813,587.6450195,608.6083984
824.259647837856/221.153605621118,417.1125488,123.965332,245,118,307,162,512,163,311,151.8078613,223.5854492,165,241.3294678,163.1137695,190.913208,171.4050293,475,222.895874,225.4315186,86,243,169.4151611,182,155.8638916,251.28479,100.28479,270.7946777,164.8320313,210,103,178.2520752,176,240.3166504,171.7919922,359.6083984,127.4894409,250,227.9664307,585.0810547,122.5617676,464.5415039,306,140.8916016,157,156,128
536.700408400151/558.034541846729,508.7519531,181.7490234,150.7252197,157,233.7353516,188,371.5109863,161.4785156,285,136,235,130.3387451,197.0576172,150,204.8609619,171.9581299,442.7036133,243.1422119,239.6851807,167.5174561,150.1905518,137,176,187,226,122,159,164,150.317627,123.8967896,191.451416,80,233.3691406,144.2587891,313.0366211,119.5648804,189.654541,121,402.0820313,162,294.4741211,336.2678223,194.4082031,199,149.2182617,135.4990234
571.939613743832/704.402527574491,46,30,34,40,37,33,43,33,43,42,45,42,57,33,49.04092407,57,85,49,61,38,51,42,174.9775391,118.9532471,119.9554443,78,102,82.0145874,52.02456665,48,205.6611328,146.9439697,78,56,99.52862549,68.23779297,102.9532471,60,508.7043457,325.3991699,79,90,79,71,84,59
553.94387656764/799.290489059667,193.9724121,116.6843872,113,133.6292725,139.2069092,149.8190918,173.3022461,101.397522,770.4238281,715.1132813,1993.364258,1364.070313,2348.583984,1748.460938,1025.052734,1027.461914,5911.253906,4085.066406,5056.597656,3202.527344,7548.40625,6052.488281,4106.597656,3322.294922,9324.679688,6342,9120.210938,7413.472656,13982.375,9518.265625,8703.882813,6310.894531,8050.617188,5851.375,3921.570313,2264.474609,18062.64063,14386.98438,21481.95313,9606.625,3845.162109,3437.091797,2756.302734,2391.169922,2661.650391,2573.488281
553.808684767338/740.276010668402,65,64,57,48,62,79.44140625,74,56,184,206,272.7875977,232,439.4621582,355.4150391,302.340332,191,1025.078125,763.9575195,913.7783203,449,1245.730469,1178.856445,738.1518555,568.7060547,1482.137695,941.5283203,1342.477539,1080.777344,2112.392578,1448.392578,1314.441406,1120.992188,1573.108398,849.5625,767,481.8457031,2957.193359,1928.950195,3524.136719,1694.926758,815,601.6142578,744.8105469,406.3112793,352.1264648,353.1350098
31.3380172796417/1636.3269777987,171,77,226.4609375,154.2062988,73,38,240,232.1082764,221.9337158,114,291.3430176,206.8011475,382.3430176,259.7922363,226.0090332,140,500.2512207,184.9462891,254.1743164,144,379.9223633,183.055542,177.1658936,198.8604736,215.5196533,141,194.8823242,121.3494263,128.9832764,103,287.3601074,143,290.3862305,173,181.2915039,141,142,126,262.7167969,130,368.2893066,212.5219727,201.5144043,218.4522705,172.901001,195
597.368899696752/753.392333644213,60,59,45,68,65,61,58,49,60,49,67,94,57,60,61,61,79,72.91973877,80,67,118.9476318,64,110,113.4641113,119,131,79,61,108,85,215.4118652,193.6118164,110,88.69342041,180,92,174.1488037,82,675,471.9743652,113,107,95.31311035,78,70,68.79138184
948.640929104989/370.173667995502,348.3112793,189.2020264,202,157.003418,244,138,149.5263672,178.4389648,306,211.0675049,246.1516113,122,267.8405762,186,241.8270264,120.114624,499,252,184.0721436,132,196.9185791,176,119,125,250,168,125,120,117,152.1520996,95,165,242.2611084,154,208.800293,171,205,203.1269531,257.5473633,154.1108398,171.8371582,159.7106934,165,129,145.7625732,115.307312
625.76070363898/800.385549683363,386.2072754,227.4553223,199.2303467,198.9473877,356.7287598,210.1793213,241.5373535,222.7011719,268,193.2357178,342.7175293,276.7895508,354.0998535,272.7026367,273.6538086,207.3874512,308.7175293,231.3928223,309.9226074,187.5362549,274.9851074,173.7421875,210.1875,230.3721924,281.7409668,182.4888916,251.3764648,205.9105225,210.6964111,233.9910889,409.0454102,224,290.5883789,202.0970459,315.0039063,232,256.3015137,232,830.7094727,456.7011719,345.4372559,261.5048828,199,232.8779297,242,191
31.2001577009235/1536.65219395465,285.8449707,126.190979,387.8305664,350.7526855,140.6486816,80,368.482666,224.0716553,285.5444336,262,477.9631348,307.6303711,502.2429199,320.2194824,255.9547119,139.7905273,497.3920898,219.2302246,707,394.6018066,470.814209,283.1501465,475.5949707,285.3691406,391.1748047,386.9770508,322.1115723,261.1008301,295.6142578,272.9550781,624.2080078,401.7905273,650.284668,359.6665039,462.8879395,271.559082,317.3129883,257.4772949,746.2045898,405.9575195,428,333.6779785,221.5997314,227.7564697,238,243.8808594
699.581138209293/301.201224296643,68,66,65.04516602,49,97.25872803,60,78.28289795,81,88,81.21350098,118.2017212,114,103,85,164,126,496.2932129,219,135,80,119,89,157,202.7542725,311.4431152,226,188.9008789,119,156,98,297.0544434,208,267.9238281,140,290,102.1151123,234,163,462.2246094,265.2739258,164.5778809,151.4787598,135,92.72259521,129.8321533,104
579.526597943222/893.329698439897,73,44,62,63,90.4362793,51,70.67199707,51,77,50.40811157,67,65,64.47875977,77.4362793,61,50,83,50,78.02868652,74.43988037,65.24908447,59,89.49932861,52,71.74090576,71.34033203,78,79,83,54,138.916748,107.5472412,62,68,63,62,90,86.13000488,609.8139648,267.6306152,66.60321045,80,107,46,60,77
591.835770456414/719.418801627521,43.58746338,49,40,39,58.02798462,59,44,35,57,66.80682373,119.3134766,106.7462769,149.9613037,112,128.2387695,166,364,182.8947754,163.0843506,154,277.4729004,172.1044922,675.8095703,719.2265625,1061.849609,712,381.8015137,463,597.9111328,492.6137695,2352.828125,1179.351563,1366.669922,909.296875,1257.617188,703.1206055,948.8515625,791.4033203,11829.16406,6201.089844,616,518,540.8720703,430.1682129,376.1320801,390.8068848
977.357398317571/914.434841838076,62,52,121.2700195,63,67,38,66,62,71,61,67.07000732,59,70,80,84,68,319.3640137,144.9107666,115.1585693,94,347,321.9594727,221.3535156,204,599.0458984,516.71875,453,332,419.2814941,290,400.1120605,360.0976563,490.0839844,486.6972656,912.1132813,651.9560547,938.5898438,628.4360352,1162.666992,565.6972656,335.0537109,241,218.907959,198.100708,231.0316162,244
31.1087544424492/878.300162056268,519.230957,280.7658691,458.0917969,401.496582,250.8339844,301,623.4682617,429.5793457,517.3911133,482.2661133,712.0976563,664.7338867,596.652832,541.4116211,414.6264648,525.5209961,857.8540039,542.7353516,701.0786133,522.1567383,465.9450684,461.888916,573.3320313,377.4008789,758.2583008,489.6018066,496.6342773,366.3977051,553.5356445,427.597168,532.5683594,476.9394531,714.9960938,783.5361328,566.3979492,332.6560059,477.9306641,451.5002441,888.1674805,445.244873,720.4702148,463.4382324,707.5375977,461.9118652,445.5898438,422.5939941
830.745402018229/681.29094141742,2551.669922,1451.181641,1212.768555,806.7216797,1210.259766,478.012207,3196.6875,2009.905273,1414.807617,1096.212891,1506.873047,817.918457,1260.310547,738.0810547,1838.484375,1358.067383,2635.998047,1525.264648,1762.738281,1070.105469,1092,442.9040527,1355.09668,1272.308594,1030.560547,755.8286133,1026.895508,832,825.4711914,429.2700195,1097.216797,875.7973633,1705.787109,992.3105469,2019.382813,1066.009766,979.3701172,743.6489258,2752.039063,1008.319824,1465.061523,1444.414063,1293.910156,1062.442383,889.5126953,822
545.36007101494/804.198676348012,47,45,46,45,125,46,62.34381104,45,49,116.37677,126,80,140,214,167,130.0782471,234.8944092,104,130,125.9433594,374.8835449,275,171.8323975,138.583374,414.7695313,316.46875,188.2331543,235,343.3566895,376.111084,203.5803223,158,214.0738525,111.8287354,210.1539307,66,489,319.8122559,402.7387695,271.1547852,210.2663574,136.7397461,144.2362061,80.12506104,97,94.84063721
866.190699527138/694.332173388865,639.0712891,197,384.7590332,270.1818848,292,150.7717285,748.3500977,293.2727051,442.9487305,191,341.145752,217,400.2944336,226,348.0158691,186.6132813,659.4545898,486,308.2568359,233.6090088,337.7351074,220.0321045,411.6796875,281,324.1899414,215,207.6082764,349.4248047,152,112,271.213623,218.7982178,478.4545898,334.9187012,417.5991211,267.4545898,301.3449707,252.0380859,480,264,428.8859863,270.1923828,317.5725098,205.4127197,286.421875,194
861.041119491845/327.288034353167,375,292.1330566,184,153,184,221,274.4521484,163,279,203.6940918,250.1343994,192,267,145.0062256,183.2606201,114,486.5327148,370,227.3010254,208.9206543,244,195.8605957,166.5935059,153,275.8774414,185.40271,214,208.0430908,255.2364502,143.984375,160,100.0255737,295,168,262.2861328,309.9177246,302.7866211,226.7993164,270,155.9940186,283.1293945,320,141,196,209.3039551,246
31.1840703529224/1445.6685458168,538.7563477,165.1467285,654.7548828,703.7226563,184,74,641.2578125,219.7075195,399.5249023,350.0097656,1134.121094,485.5759277,886.53125,568.7436523,390.9838867,328.2268066,1154.521484,389.4243164,798.4838867,474.1081543,563.8666992,640.262207,706.9267578,600.0800781,662.4169922,460.9675293,531.152832,508.2636719,502.310791,240.1413574,764.2314453,588.2050781,809.7592773,652.7602539,671.8457031,505.9355469,550,355.592041,1207.648438,527.7114258,644.2197266,619.3789063,545.3334961,361.7890625,308.1682129,343.3603516
562.53625381202/1180.47173220115,57,46,50,57,60.08648682,53,52,51.96578979,59,42,71.8684082,79,67,75,70,52,99,110,184.4317627,142,245.8155518,169.7523193,84.425354,115.4978027,170.6668701,237,190.3311768,188.5654297,246.9903564,257.9572754,147,127.1749878,163.371582,161.2056885,69.60205078,61,484.9306641,361,342.8730469,213.6734619,143.7299805,75,94,88.17047119,79.20562744,132
506.361173930921/694.094557313085,57,55,49,52.59255981,66,45,49,53,55,46,62,67,76.12011719,87,85.75128174,64,890.7192383,583,164.6795654,167.298584,1242.347656,697.222168,609.0649414,505.2932129,6863.214844,4383.855469,1845.629883,1549.467773,6388.242188,3032.455078,4327.304688,3021.669922,1953.011719,1109.154297,8760.914063,3991.986328,19058.40625,10941.5,11267.34375,6325.238281,2352.007813,2016.355469,2061.228516,1467.945313,1523.192383,1279
48.6724738405462/667.726989329506,112,60.08944702,271.9116211,440.916748,56,64,189.7614746,200.131958,144,95,306,197.9053955,484.3720703,216.3205566,201,159.1573486,396,156.3041992,539.8984375,291.8508301,193.5855713,242.5454102,247.2629395,153,209.1573486,316.2075195,196.3730469,259.6535645,198,164.4161377,194,152.3900146,282.0498047,307.6896973,340.0424805,255.7531738,140.1179199,190.4224854,230.6531982,284,375.3474121,383.0161133,276.0270996,228,227.1062012,183
978.802999931469/899.476104258292,76,66,68,48,74,68,72,63.46499634,62,54,70,60,93,61,83,54.01019287,160.598877,65,76,78,209.0435791,116,103.7749023,111,210.4171143,235.5993652,184.2121582,256.2607422,229,226.6092529,216.7524414,160.3494873,198,292.5305176,387.8366699,471,409.2507324,306.717041,483.7390137,331,158.4138184,131.0200195,142,125,122.267334,124
799.260141473067/298.244954188777,2162.234375,885.9467773,768.4365234,1044.044922,905.9946289,508,1181.018555,701.0166016,1072.555664,745.4086914,1654.992188,863.550293,1164.8125,594.706543,834.3066406,707.8125,2840.380859,1146.024414,1414.556641,829.8232422,1446.59082,948.5356445,909.8647461,658.5473633,1500.735352,900.3129883,1213.597656,743.7939453,1295.185547,823.9448242,865.9282227,636.3867188,1366,781.6665039,1534.902344,902.7353516,1637.767578,1411.550781,2115.537109,697.2802734,1323.695313,999.9931641,1106.550781,631.1611328,630.612793,783
886.098703484786/367.305594268357,259.1435547,182.3670654,186.3184814,134,135.0368652,119,170.8221436,177.4311523,255,204.9697266,239,152.6967773,273.9846191,174.5925293,177.911499,144.3824463,426.5732422,303,226.4313965,168,201,170.4858398,139.4572754,106.5023804,241.692749,159,192,193,210,151,241,193.1242676,199.4677734,210,483.3149414,276,309.8317871,247,450.1875,231,237.1849365,221,206.3818359,260,184.7757568,174
522.801051625034/548.185414067896,76.37261963,60,63,54,106.286438,87,74.34918213,68,119,62,109.6618042,92,84.46331787,63,78,70,919.4208984,319.0422363,218.072876,176.944458,600.902832,274.4936523,305.4858398,259.7526855,4194.273438,2784.728516,1065.93457,784.1430664,3820.994141,2442.015625,2765.947266,1930.072266,2740.371094,471.1149902,11376.82813,3023.787109,26348.32813,14775.46094,20579.23438,4526.625,3225.041016,1379.413086,1126.162109,999.5209961,942.7709961,843.8964844
31.2502805140981/1308.67930016093,637.7353516,308.0524902,1526.803711,1109.112305,234,122.6456299,760.5634766,510.0847168,724.0112305,580.777832,1912.27832,1375.119141,1878.808594,1181.901367,1027.140625,917.8417969,1945.633789,555.8579102,2365.705078,1651.68457,1375.482422,1481.240234,1194.022461,1731.15625,1514.327148,1375.567383,1290.737305,1186.561523,1130.571289,947.6499023,1895.515625,1506.630859,2274,1227.140625,1514.53125,1076.595703,1256.813477,806.6245117,3091.0625,904.0493164,1502.302734,1267.597656,800.3251953,852.3305664,1101,881.684082
33.0344736743392/163.940975416789,587.6738281,227,313,217,713.4501953,233,524,247.9443359,351,173,577.8168945,268,583.1791992,260.8156738,257,221.2437744,526,245,400.9997559,163.1624756,238.2772217,188,230.1057129,276.1083984,256.0305176,201.3096924,278,243,281.0258789,260,292.6665039,237.0230713,502.4768066,255,485.1032715,285,443.4182129,287,610.1181641,280,494,309.1662598,292,260,190,289
784.470309073465/677.396749109816,73,50,47,46,81,45,67.48358154,48.29013062,99.0723877,98,135.1964111,138,327,203.7496338,175.3669434,233.6877441,386,248.6450195,312,226,1141.019531,673.7763672,332.6291504,389.9416504,861.2133789,783.925293,806.862793,605.5239258,2213.621094,1480.330078,773,634.0229492,891.5473633,478.3684082,3474.451172,2030.993164,6068.066406,5040.597656,3725.021484,1949.967773,735.387207,802.9960938,637,526,410.0517578,518.6674805
751.149913051672/255.195615482206,307,199,152.9477539,171,295,108,251,202.5413818,336.2900391,111,328.9384766,163,206,164,171,122,478,251,261.407959,126,219.9916992,109,144.8432617,174,286.9360352,201.8536377,186,123,220.1123047,121,188,173.6262207,332,136.4069824,265.6467285,260.6240234,379.1643066,263.447998,306.4526367,132,323,278.6130371,174,149.7286377,118.9382324,122.8870239
30.9146843291166/814.802851053921,438.7207031,302.5300293,322.4455566,322.5178223,452.5419922,257.140625,297.4616699,297.2248535,433.0947266,303.534668,531.2138672,299.4162598,428.4104004,264.1225586,416.3964844,356.7492676,468.3886719,296.0217285,448.1870117,380.1020508,386.7133789,333.7497559,487.7966309,403.1831055,351.7407227,436.9782715,366.2536621,345.1877441,484.671875,416.7895508,443.5158691,427.1149902,709.6972656,274.6396484,403.3286133,349.9780273,552.7387695,327.7866211,629.6835938,398.9492188,378.496582,318.7216797,314.6328125,290.8254395,294.6694336,311.5952148
557.982086717037/722.305772733057,62.81188965,52.73681641,45,47,96.88543701,41.43164063,58,63,245.9040527,163,249.1727295,181.2023926,609.7602539,250.9117432,322.8115234,249.8991699,516.2954102,523.9243164,427.1123047,368.112793,272.8303223,932.7773438,622.6689453,269.4543457,597.1313477,1367.706055,524.6743164,514.1376953,384.8022461,875.1005859,1036.546875,917.3774414,1034.451172,597.8310547,423.1572266,371.0681152,467,432,362.1740723,259.5817871,405.9638672,478.4538574,872.5268555,153.3709717,613.7285156,443.0202637
587.491390830592/731.391022702537,64,43,55,46,44,44,66,56,57,38,60,62,71,62,84.11444092,59,68.89978027,60,80,51,103,55.93157959,146,144.9091797,146.112915,136,97,77,112,77.27728271,444.1210938,224.7349854,77,62.33026123,346,119,122,105,3587.470703,906.7651367,159,94,186,81,76,80
882.588565224095/655.278577614267,1120.750977,477.7724609,613.8740234,295.3540039,1120.248047,416.170166,1004.915527,322.4580078,657.5698242,369.9804688,400.4711914,533.4472656,1258.560547,872.4882813,668.0073242,379.5192871,1036.426758,729.0385742,924.8681641,355.9055176,858.480957,552.3701172,460.5915527,262.5458984,626.0249023,304.5996094,658.6518555,576.9692383,885.3383789,368,545.5942383,382.4309082,947.2954102,447,1449.556641,460.1550293,1136.338867,784.9511719,1448.298828,434.2102051,629.6992188,729.8740234,495.7753906,286.8994141,299.0344238,244.2515869
471.204368725158/1172.35100525215,49,44,39,47,44.42733765,58,67,36,48,40,51,42,47,58,60,62,65,51.83654785,58,55,126.5020142,105,47,50,171.8465576,91,126,119.3007202,219.6618652,193,95,65.70892334,198.036377,139,362.5048828,209.4770508,465.6149902,439.5444336,218.7329102,127,102,79.26733398,62,63,101.4794312,91.62542725
878.632772880688/354.303950559402,173.2806396,86,108.1782837,89,124.8453979,132,108.5809937,87,162.5356445,76.80059814,140,87.94940186,107.7077026,83,97.07043457,83,124.3936157,172,170,68,149,97,190.9064941,145,115,97,129,139,159.564209,114,376.5161133,203.4033203,173,131.44104,354.1066895,228.5731201,321.869873,224,465.5546875,294,171,126.7462158,101,114,118,124
654.126311720463/1030.60284354635,432.3088379,260.9885254,381.5336914,224.7098389,159.3319092,187,465.1252441,347.2106934,315.284668,158.067627,249.8093262,218.5303955,143,200,345.2419434,460.9885254,396.7841797,330.9404297,332.1879883,213.25354,186.9558105,103,400.1569824,309.6845703,225,319.2021484,308.3115234,307.6186523,111,75.75189209,285.0859375,192.1783447,205,137.1135254,268.1455078,189.9063721,185,98,195.133667,250.5012207,139,143,249.4510498,135.9155273,236,146.5893555
997.251461631373/847.491708337475,78,67,129,65,92.82879639,76,97,58,100.1888428,102,102,81.52453613,75,96.25634766,103.8910522,110,345.5439453,165.5338135,154.0012207,176,456.3723145,402.3515625,285.7636719,292.1567383,949.199707,797.6396484,718.3466797,436,718.4506836,492.831543,766.8999023,450.1931152,776.1757813,711,2399.367188,1115.78125,2101.585938,1657,2467.449219,1255.732422,333.4465332,336.2695313,359.7407227,324.2678223,253,331.7780762
551.666108248527/736.298379510067,1570.554688,641.6601563,1326.358398,904.7470703,4209.296875,2301.869141,4518.15625,2600.4375,38507.84375,25031.29688,84191.6875,54610.28125,98658.5,63370.875,45169.6875,33355.65625,215020.875,117873.125,166169.625,105821.8125,220214.25,166028.75,131877.625,118253.25,263217,180203.625,247005.75,206129.5,335117,237488.5,248781.625,184698.875,267435.25,84775.6875,138806,76743.875,443515,348989.25,536273,260515,142504.5,124769.5625,103407.8125,86223.0625,82673.5625,73912.1875
